Density in g * cm-3

Salt,Composition range,Data type,T min (K),T max (K),Uncertainty,Data 1,Data 2,Data 3,Data 4,Data 5,Comment,Formatting comment
CsCl-NaBr,0-100 NaBr,I2,1073,,,2.632,-0.002292,-1.235E-5,,,"For both 100% CsCl and 100% NaBr at 1073 K, the departure from the recommendeddata set is, respectively, +0.08% and -0.8%.",
CsCl-NaCl,0-100,P1,1090,1170,,2.139,-5.444E-4,,,,"For 100% NaCl, the results are in exact accord with the recommended data set, i.e., +- 0.05%.",
CsCl-NaCl,25-75,P1,1030,1140,,2.7526,-7.616E-4,,,,,
CsCl-NaCl,50-50,P1,1010,1140,,3.2194,-9.41E-4,,,,,
CsCl-NaCl,75-25,P1,1000,1140,,3.4953,-9.853E-4,,,,,
CsCl-NaCl,100-0,P1,940,1090,,3.7987,-0.0010849,,,,"For 100% CsCl, the departures from the recommended data set are: 940 K, +0.4%,1090 K, +0.3%.",
CsCl-PbCl2,0.0-100.0,P1,920,1060,,6.089,-0.001477,,,,"For 100% PbCl2, the departures from the recommended data set are: 920 K, -0.04%, 1060 K, +0.03%.",
CsCl-PbCl2,23.6-76.4,P1,910,1070,,5.423,-0.001382,,,,,
CsCl-PbCl2,45.2-54.8,P1,950,1070,,4.921,-0.001338,,,,,
CsCl-PbCl2,65.0-35.0,P1,940,1070,,4.459,-0.00121,,,,,
CsCl-PbCl2,74.1-25.9,P1,940,1070,,4.337,-0.001223,,,,,
CsCl-PbCl2,83.2-16.8,P1,930,1030,,4.217,-0.00123,,,,,
CsCl-PbCl2,100.0-0.0,P1,980,1110,,3.718,-0.001024,,,,"For 100% CsCl, the departures from the recommended data set are: 980 K, -0.4%,1110 K, -0.14%.",
CsCl-RbCl,0-100,P1,1020,1230,,3.0863,-8.514E-4,,,,"For 100% RbCl, the departures from the recommended data set are: 1020 K, -0.1%, 1230 K, +0.3%.",
CsCl-RbCl,25-75,P1,1030,1150,,3.2733,-9.131E-4,,,,,
CsCl-RbCl,50-50,P1,1000,1160,,3.4729,-9.91E-4,,,,,
CsCl-RbCl,75-25,P1,980,1140,,3.6314,-0.0010327,,,,,
CsCl-RbCl,100-0,P1,940,1090,,3.7987,-0.0010849,,,,"For 100% CsCl, the departures from the recommended data set are: 940 K, +0.4%,1090 K, +0.3%.",
CsCl-UCl4,0.00-100.00,P1,870,940,,5.2508,-0.0019455,,,,"For 100% UCl4, the results have been advanced as the recommended data set.",
CsCl-UCl4,7.42-92.58,P1,860,950,,4.5279,-0.0012847,,,,,
CsCl-UCl4,16.65-83.35,P1,900,950,,4.4601,-0.0013398,,,,,
CsCl-UCl4,20.71-79.29,P1,860,930,,4.5678,-0.0013751,,,,,
CsCl-UCl4,22.80-77.20,P1,880,920,,4.5521,-0.0013904,,,,,
CsCl-UCl4,30.81-69.19,P1,880,950,,4.6211,-0.0014976,,,,,
CsCl-UCl4,34.48-65.52,P1,700,940,,4.6966,-0.0016096,,,,,
CsCl-UCl4,35.92-64.08,P1,720,950,,4.4808,-0.0014134,,,,,
CsCl-UCl4,37.56-62.44,P1,680,950,,4.6601,-0.0015971,,,,,
CsCl-UCl4,41.14-58.86,P1,880,940,,4.4402,-0.0013752,,,,,
CsCl-UCl4,43.75-56.25,P1,790,940,,4.4225,-0.0013663,,,,,
CsCl-UCl4,50.96-49.04,P1,760,960,,4.1955,-0.0011917,,,,,
CsCl-UCl4,56.11-43.89,P1,820,960,,4.0492,-0.0010682,,,,,
CsCl-UCl4,61.14-38.86,P1,880,970,,3.9243,-9.688E-4,,,,,
CsCl-UCl4,66.35-33.65,P1,910,970,,3.4249,-4.955E-4,,,,,
CsCl-UCl4,66.96-33.04,P1,970,980,,3.5297,-6.065E-4,,,,,
CsCl-UCl4,68.87-31.13,P1,940,960,,3.7666,-8.536E-4,,,,,
CsCl-UCl4,69.57-30.43,P1,930,970,,3.8441,-9.241E-4,,,,,
CsCl-UCl4,73.00-27.00,P1,880,950,,3.6417,-7.094E-4,,,,,
CsCl-UCl4,75.94-24.06,P1,840,960,,3.8629,-9.697E-4,,,,,
CsCl-UCl4,78.72-21.28,P1,820,950,,3.9463,-0.0010801,,,,,
CsCl-UCl4,80.55-19.45,P1,800,940,,3.9315,-0.0010738,,,,,
CsCl-UCl4,86.17-13.83,P1,850,950,,3.9309,-0.0011113,,,,,
CsCl-UCl4,92.65-7.35,P1,900,930,,3.852,-0.0010701,,,,,
CsCl-UCl4,96.74-3.26,P1,920,950,,3.7852,-0.0010355,,,,,
CsCl-UCl4,98.98-1.02,P1,930,1000,,3.667,-9.308E-4,,,,,
CsCl-UCl4,100.0-0.0,P1,930,980,,3.8047,-0.0010855,,,,"For 100% CsCl, the departures from the recommended data set are: 930 K, +0.5%,980 K, +0.6%.",
CsCl-ZnCl2,0.00-100.00,P1,600,820,,2.8375,-5.2926E-4,,,,"For 100% ZnCl2, the results have been advanced as the recommended data set.",
CsCl-ZnCl2,0.62-99.38,P1,600,780,,2.8516,-5.38E-4,,,,,
CsCl-ZnCl2,1.38-98.62,P1,600,760,,2.8575,-5.4123E-4,,,,,
CsCl-ZnCl2,4.87-95.13,P1,580,860,,2.916,-5.9476E-4,,,,,
CsCl-ZnCl2,8.78-91.22,P1,580,760,,2.9745,-6.4724E-4,,,,,
CsCl-ZnCl2,14.80-85.20,P1,580,860,,3.0642,-7.2818E-4,,,,,
CsCl-ZnCl2,28.60-71.40,P1,560,880,,3.2111,-8.5904E-4,,,,,
CsCl-ZnCl2,38.80-61.20,P1,580,860,,3.2531,-8.8586E-4,,,,,
CsCl-ZnCl2,41.90-58.10,P1,540,860,,3.3095,-9.197E-4,,,,,
CsCl-ZnCl2,46.8-53.2,P1,607,813,,3.314,-9.246E-4,,,,,
CsCl-ZnCl2,54.3-45.7,P1,708,873,,3.375,-9.253E-4,,,,,
CsCl-ZnCl2,59.8-40.2,P1,822,966,,3.423,-9.401E-4,,,,,
CsCl-ZnCl2,64.9-35.1,P1,873,967,,3.463,-9.488E-4,,,,,
CsCl-ZnCl2,69.7-30.3,P1,885,971,,3.471,-9.296E-4,,,,,
CsCl-ZnCl2,82.7-17.3,P1,888,1011,,3.631,-0.0010047,,,,,
CsCl-ZnCl2,100-0,P1,935,1106,,3.802,-0.0010953,,,,"For 100% CsCl, the departures from the recommended data set are: 940 K, +0.16%, 1100 K, 0.0%.",
CsClO4-LiClO4,5-95,P1,510,600,,2.4547,-7.083E-4,,,,,
CsClO4-LiClO4,15-85,P1,550,630,,2.6545,-8.5E-4,,,,,
CsClO4-LiClO4,25-75,P1,550,620,,2.7751,-8.925E-4,,,,,
CsC2H3O2,100,P1,610,620,1%,2.843,-9.E-4,,,,,
CsC2H3O2-NaC2H3O2,0-100,P1,610,620,,1.688,-7.02E-4,,,,"For 100% NaC2H3O2, the results have been advanced as the recommended data set.",
CsC2H3O2-NaC2H3O2,25-75,P1,610,620,,1.872,-5.E-4,,,,,
CsC2H3O2-NaC2H3O2,50-50,P1,610,620,,2.207,-6.E-4,,,,,
CsC2H3O2-NaC2H3O2,80-20,P1,600,620,,2.519,-6.5E-4,,,,,
CsC2H3O2-NaC2H3O2,100-0,P1,610,620,,2.843,-9.E-4,,,,"For 100% CsC2H3O2, the results have been advanced as the recommended data set.",
CsF,100,P1,985,1185,1%,4.8985,-0.0012806,,,,,
CsF-CsI,0-100,P1,930,1070,,4.3677,-0.001288,,,,"For 100% CsI, the departures from the recommended data set are: 930 K, +0.5%, 1070 K, +4%.",
CsF-CsI,12-88,P1,930,1070,,4.3478,-0.0012506,,,,,
CsF-CsI,25-75,P1,930,1070,,4.4337,-0.0013058,,,,,
CsF-CsI,37-63,P1,930,1070,,4.4598,-0.001301,,,,,
CsF-CsI,50-50,P1,930,1070,,4.4988,-0.001294,,,,,
CsF-CsI,63-37,P1,930,1070,,4.5627,-0.0012901,,,,,
CsF-CsI,75-25,P1,930,1070,,4.6753,-0.0013052,,,,,
CsF-CsI,88-12,P1,930,1070,,4.7959,-0.001311,,,,,
CsF-CsI,100-0,P1,930,1070,,4.8135,-0.0012105,,,,"For 100% CsF, the departures from the recommended data set are: 930 K, -0.5%, 1070 K, -0.3%.",
CsI,100,P1,912,1180,1%,4.255,-0.0011833,,,,,
CsI-GdI3,0.00-100.00,P1,1260,1300,,5.2097,-9.086E-4,,,,"For 100% GdI3, the results have been advanced as the recommended data set.",
CsI-GdI3,19.93-80.07,P1,1190,1270,,5.2965,-0.0011821,,,,,
CsI-GdI3,40.69-59.31,P1,1020,1180,,5.2011,-0.0013125,,,,,
CsI-GdI3,50.46-49.54,P1,1010,1140,,5.0549,-0.0012749,,,,,
CsI-GdI3,60.68-39.32,P1,1010,1190,,4.9487,-0.0012814,,,,,
CsI-GdI3,70.38-29.62,P1,1020,1180,,4.911,-0.0013291,,,,,
CsI-GdI3,79.68-20.32,P1,1020,1180,,4.804,-0.0013292,,,,,
CsI-GdI3,100.00-0.00,P1,1030,1180,,4.2743,-0.0012,,,,"For 100% CsI, the results are in exact accord with the recommended data set.",
CsI-KCl,0-100 CsI,I3,1073,,,1.502,0.02496,-1.591E-4,5.517E-7,,"For 100% CsI and 100% KCl at 1073 K, the departures from the recommended data sets are, respectively, -1.0% and -0.9%.",
CsI-LaI3,0-100,P1,1130,1180,,5.4581,-0.0011109,,,,"For 100% LaI3, the results have been advanced as the recommended data set.",
CsI-LaI3,21.10-78.90,P1,1030,1180,,5.2945,-0.0012018,,,,,
CsI-LaI3,39.78-60.22,P1,1000,1180,,5.0863,-0.0012203,,,,,
CsI-LaI3,49.67-50.33,P1,1000,1180,,4.9105,-0.0011801,,,,,
CsI-LaI3,59.40-40.60,P1,1000,1180,,4.7501,-0.0011508,,,,,
CsI-LaI3,69.52-30.48,P1,1030,1180,,4.6412,-0.0011568,,,,,
CsI-LaI3,79.27-20.73,P1,1040,1170,,4.5019,-0.0011267,,,,,
CsI-LaI3,100.00-0.00,P1,1030,1180,,4.2743,-0.0012,,,,"For 100% CsI, the results are in exact accord with the recommended data set.",
CsI-LiI,0-100,P1,770,910,,3.7063,-8.172E-4,,,,"For 100% LiI, the departures from the recommended data set are: 770 K, +3.0%, 910 K, +3.8%.",
CsI-LiI,19.3-80.7,P1,900,1100,,3.9283,-0.0010303,,,,,
CsI-LiI,21.7-78.3,P1,890,1090,,4.0206,-0.0010867,,,,,
CsI-LiI,53.4-46.6,P1,950,1140,,4.0131,-0.0010564,,,,,
CsI-LiI,78.8-21.2,P1,920,1110,,4.2166,-0.001231,,,,,
CsI-LiI,100-0,P1,960,1130,,4.3345,-0.0012568,,,,"For 100% CsI, the departures from the recommended data set are: 960 K, +0.3%, 1130 K, 0.0%.",
CsI-NdI3,0.00-100.00,P1,1120,1190,,5.4069,-0.0010701,,,,"For 100% NdI3, the results have been advanced as the recommended data set.",
CsI-NdI3,20.29-79.71,P1,1090,1180,,5.3599,-0.0012435,,,,,
CsI-NdI3,40.81-59.19,P1,950,1180,,5.0529,-0.0011999,,,,,
CsI-NdI3,50.00-50.00,P1,910,1180,,4.8922,-0.0011643,,,,,
CsI-NdI3,59.93-40.07,P1,950,1140,,4.7615,-0.0011421,,,,,
CsI-NdI3,70.06-29.94,P1,1050,1180,,4.7125,-0.0011889,,,,,
CsI-NdI3,79.83-20.17,P1,1090,1170,,4.6451,-0.001233,,,,,
CsI-NdI3,100.00-0.00,P1,1030,1180,,4.2743,-0.0012,,,,"For 100% CsI, the results are in exact accord with the recommended data set.",
CsNO3,100,P1,688,764,1%,3.6206,-0.00116605,,,,,
CsNO3-KNO3,0-100,P1,626,756,,2.3363,-7.592E-4,,,,"For 100% KNO3, the departures from the recommended data set are: 635 K, +1.2%,725 K, -0.1%.",
CsNO3-KNO3,25-75,P1,578,778,,2.7095,-8.717E-4,,,,,
CsNO3-KNO3,50-50,P1,565,773,,3.0474,-9.909E-4,,,,,
CsNO3-KNO3,75-25,P1,619,785,,3.3324,-0.0010615,,,,,
CsNO3-KNO3,100-0,P1,692,797,,3.5845,-0.0011269,,,,"For 100% CsNO3, the departures from the recommended data set are: 695 K, -0.3%, 790 K, -0.2%.",
CsNO3-LiNO3,0-100,P1,695,785,,2.17212,-7.0212E-4,,,,"For 100% LiNO3, the departures from the recommended data set are: 695 K, 0.0%,785 K, -1.1%.",
CsNO3-LiNO3,10-90,P1,635,740,,2.3369,-7.0965E-4,,,,,
CsNO3-LiNO3,20-80,P1,575,710,,2.5017,-7.3223E-4,,,,,
CsNO3-LiNO3,30-70,P1,560,710,,2.6666,-7.6986E-4,,,,,
CsNO3-LiNO3,40-60,P1,530,725,,2.8314,-8.2254E-4,,,,,
CsNO3-LiNO3,43-57,P1,515,695,,2.8808,-8.4128E-4,,,,,
CsNO3-LiNO3,50-50,P1,530,710,,2.9962,-8.9028E-4,,,,,
CsNO3-LiNO3,60-40,P1,515,695,,3.161,-9.7306E-4,,,,,
CsNO3-LiNO3,70-30,P1,530,695,,3.3258,-0.0010709,,,,,
CsNO3-LiNO3,80-20,P1,530,695,,3.4906,-0.00118379,,,,,
CsNO3-LiNO3,90-10,P1,545,695,,3.6554,-0.00131174,,,,,
CsNO3-LiNO3,100-0,P1,695,785,,3.8202,-0.00145457,,,,"For 100% CsNO3, the departures from the recommended data set are: 700 K, -0.07%, 780 K, -1.0%.",
CsNO3-NaNO3,0-100,P1,605,740,,2.3336,-7.319E-4,,,,"For 100% NaNO3, the departures from the recommended data set are: 605 K, +0.1%, 740 K, -0.5%.",
CsNO3-NaNO3,25-75,P1,545,740,,2.748,-8.642E-4,,,,,
CsNO3-NaNO3,45-55,P1,560,740,,3.0033,-9.3045E-4,,,,,
CsNO3-NaNO3,50-50,P1,560,740,,3.1321,-0.00105835,,,,,
CsNO3-NaNO3,75-25,P1,575,770,,3.3626,-0.0010727,,,,,
CsNO3-NaNO3,100-0,P1,695,785,,3.5845,-0.00112692,,,,"For 100% CsNO3, the departures from the recommended data set are: 700 K, -0.32%, 780 K, -0.18%.",
CsNO3-RbNO3,0-100,P1,595,730,,3.118,-0.0010508,,,,"For 100% RbNO3, the departures from the recommended data set are: 600 K, -0.3%, 730 K, -0.2%.",
CsNO3-RbNO3,10-90,P1,590,755,,3.1576,-0.00104286,,,,,
CsNO3-RbNO3,17.3-82.7,P1,575,770,,3.1907,-0.00104403,,,,,
CsNO3-RbNO3,20-80,P1,575,770,,3.2029,-0.00104462,,,,,
CsNO3-RbNO3,30-70,P1,590,770,,3.2482,-0.00104756,,,,,
CsNO3-RbNO3,40-60,P1,590,770,,3.2936,-0.00105167,,,,,
CsNO3-RbNO3,50-50,P1,605,770,,3.3389,-0.00105696,,,,,
CsNO3-RbNO3,60-40,P1,620,770,,3.3842,-0.00106342,,,,,
CsNO3-RbNO3,70-30,P1,635,770,,3.4296,-0.00107106,,,,,
CsNO3-RbNO3,80-20,P1,665,770,,3.4749,-0.00107987,,,,,
CsNO3-RbNO3,90-10,P1,680,785,,3.5202,-0.00108986,,,,,
CsNO3-RbNO3,100-0,P1,695,785,,3.5845,-0.00112692,,,,"For 100% CsNO3, the departures from the recommended data set are: 700 K, -0.32%, 780 K, -0.18%.",
CsPO3,100,P1,1070,1290,3%,3.8253,-7.32E-4,,,,,
CsSCN,100,P1,513,573,1.5%,3.0462,-7.952E-4,,,,,
Cs2CO3,100,P1,1090,1260,2%,4.037,-5.614E-4,,,,,
Cs2SO4,100,P1,1309,1803,1%,4.3,-9.515E-4,,,,,
Cs3AlF6,100,P1,1093,1280,3%,4.7792,-0.0015342,,,,,
Cs3AlF6-K3AlF6,10-90,P1,1198.2,1280,,3.3613,-0.0011,,,,,
Cs3AlF6-K3AlF6,20-80,P1,1173.2,1280,,3.209,-9.19E-4,,,,,
Cs3AlF6-K3AlF6,30-70,P1,1220,1280,,3.7117,-0.00118,,,,,
Cs3AlF6-K3AlF6,40-60,P1,1123.2,1280,,3.8498,-0.00124,,,,,
Cs3AlF6-K3AlF6,50-50,P1,1220,1280,,4.0966,-0.001339,,,,,
Cs3AlF6-K3AlF6,60-40,P1,1098.2,1280,,4.2196,-0.0014,,,,,
Cs3AlF6-K3AlF6,70-30,P1,1220,1280,,4.6503,-0.00166,,,,,
Cs3AlF6-K3AlF6,80-20,P1,1220,1280,,4.5833,-0.00152,,,,,
Cs3AlF6-K3AlF6,90-10,P1,1220,1280,,4.8453,-0.00166,,,,,
Cs3AlF6-K3AlF6,100-0,P1,1093,1280,,4.7792,-0.0015342,,,,"For 100% Cs3AlF6, the results have been advanced as the recommended data set.",
Cs3AlF6-Li3AlF6,0-100,P1,1073,1330,,3.251,-0.001034,,,,"For 100% Li3AlF6, the departures from the recommended data set are: 1080 K, -0.16%, 1220 K, -1.6%.",
Cs3AlF6-Li3AlF6,10-90,P1,1023,1173,,3.7773,-0.00134,,,,,
Cs3AlF6-Li3AlF6,20-80,P1,1023,1173,,3.6526,-0.001114,,,,,
Cs3AlF6-Li3AlF6,30-70,P1,1023,1173,,3.6195,-0.001006,,,,,
Cs3AlF6-Li3AlF6,40-60,P1,1023,1173,,3.85,-0.001146,,,,,
Cs3AlF6-Li3AlF6,50-50,P1,1023,1173,,3.9999,-0.0012,,,,,
Cs3AlF6-Li3AlF6,60-40,P1,1023,1173,,4.0109,-0.001136,,,,,
Cs3AlF6-Li3AlF6,70-30,P1,1023,1173,,4.2555,-0.001276,,,,,
Cs3AlF6-Li3AlF6,80-20,P1,1023,1173,,4.2797,-0.00122,,,,,
Cs3AlF6-Li3AlF6,90-10,P1,1023,1173,,4.2214,-0.001096,,,,,
Cs3AlF6-Li3AlF6,100-0,P1,1123,1173,,4.7792,-0.0015342,,,,"For 100% Cs3AlF6, the results have been advanced as the recommended data set.",
Cs3AlF6-Na3AlF6,20-80,P1,1193.2,1280,,3.731,-0.0011398,,,,,
Cs3AlF6-Na3AlF6,30-70,P1,1170,1280,,3.555,-9.599E-4,,,,,
Cs3AlF6-Na3AlF6,40-60,P1,1120,1280,,4.2059,-0.0013802,,,,,
Cs3AlF6-Na3AlF6,50-50,P1,1120,1280,,4.3246,-0.0014181,,,,,
Cs3AlF6-Na3AlF6,60-40,P1,1120,1280,,4.4236,-0.0014381,,,,,
Cs3AlF6-Na3AlF6,70-30,P1,1120,1280,,4.4832,-0.0014401,,,,,
Cs3AlF6-Na3AlF6,80-20,P1,1120,1280,,4.5882,-0.0014801,,,,,
Cs3AlF6-Na3AlF6,90-10,P1,1073.2,1280,,4.9399,-0.0017221,,,,,
Cs3AlF6-Na3AlF6,100-0,P1,1093,1280,,4.7792,-0.0015342,,,,"For 100% Cs3AlF6, the results have been advanced as the recommended data set.",
CuCl,100,P1,709,858,2%,4.226,-7.6E-4,,,,,
CuCl-Cu2S,30.6-69.4,P1,1340,1420,,5.0206,-3.535E-4,,,,,
CuCl-Cu2S,45.0-55.0,P1,1180,1300,,4.8082,-3.397E-4,,,,,
CuCl-Cu2S,55.1-44.9,P1,1180,1320,,4.8889,-5.032E-4,,,,,
CuCl-Cu2S,63.3-36.7,P1,1180,1260,,4.8723,-5.594E-4,,,,,
CuCl-Cu2S,66.8-33.2,P1,1120,1280,,4.7148,-4.793E-4,,,,,
CuCl-Cu2S,74.6-25.4,P1,940,1160,,4.7106,-6.015E-4,,,,,
CuCl-Cu2S,79.0-21.0,P1,900,1060,,4.8453,-8.293E-4,,,,,
CuCl-Cu2S,82.5-17.5,P1,780,1060,,4.6461,-8.146E-4,,,,,
CuCl-Cu2S,86.4-13.6,P1,820,960,,4.6601,-7.2E-4,,,,,
CuCl-Cu2S,90.3-9.7,P1,700,940,,4.5956,-8.495E-4,,,,,
CuCl-Cu2S,93.4-6.6,P1,740,1060,,4.5128,-8.201E-4,,,,,
CuCl-Cu2S,94.2-5.8,P1,720,1020,,4.4748,-8.309E-4,,,,,
CuCl-Cu2S,95.2-4.8,P1,760,900,,3.83,-8.37E-5,,,,,
CuCl-Cu2S,96.4-3.6,P1,690,930,,4.4484,-8.462E-4,,,,,
CuCl-Cu2S,100.0-0.0,P1,740,1110,,4.2995,-7.93E-4,,,,"For 100% CuCl, the departures from the recommended data set are: 740 K, +1.3%,1110 K, +1.1%.",
CuCl-KCl,91.1-100 KCl,I2,1073.2,,,-0.7618,0.062075,-3.9386E-4,,,"For 100% KCl at 1073.2 K, the result has been advanced as the recommended dataset.",
CuSCN-N(C3H7)4SCN,0-100,P1,325,370,,1.079,-5.397E-4,,,,"For 100% N(C3H7)4SCN, the results have been advanced as the recommended data set.",
CuSCN-N(C3H7)4SCN,7-93,P1,325,370,,1.0965,-5.481E-4,,,,,
CuSCN-N(C3H7)4SCN,18.1-81.9,P1,325,370,,1.1216,-5.412E-4,,,,,
CuSCN-N(C3H7)4SCN,25.4-74.6,P1,325,370,,1.1434,-5.411E-4,,,,,
CuSCN-N(C3H7)4SCN,30.7-69.3,P1,325,370,,1.1711,-5.642E-4,,,,,
CuSCN-N(C3H7)4SCN,37.9-62.1,P1,325,370,,1.2076,-5.871E-4,,,,,
CuSCN-N(C3H7)4SCN,43.9-56.1,P1,325,370,,1.2494,-6.237E-4,,,,,
CuSCN-N(C3H7)4SCN,50.0-50.0,P1,355,370,,1.2923,-6.45E-4,,,,,
CuSCN-N(C3H7)4SCN,51.7-48.3,P1,355,370,,1.2973,-6.277E-4,,,,,
Cu2S,100,P1,1473,1523,2%,5.4,-1.E-6,,,,,
Cu2S-FeS,100-0 FeS,I2,1523,,,5.3549,-0.0098769,-6.1849E-5,,,"For both 100% FeS and 100% Cu2S at 1523 K, the results have been advanced as the recommended data set.",
Cu2S-Ni3S2,100-0 Ni3S2,I3,1473,,,5.4116,-0.0027364,9.7828E-5,-8.4886E-7,,"For 100% Ni3S2 and 100% Cu2S at 1473 K, the departures from the recommended data sets are, respectively, +0.06% and +0.02%.",
DyCl3,100,P1,980,1260,1%,4.2668,-6.821E-4,,,,,
FeCl2,100,P1,960,1150,1%,2.8754,-5.55E-4,,,,,
FeCl2-FeS,91.6-8.4,P1,1100,1120,,2.895,-5.573E-4,,,,,
FeCl2-FeS,94.6-5.4,P1,1000,1140,,2.8908,-5.594E-4,,,,,
FeCl2-FeS,100.0-0.0,P1,960,1150,,2.8754,-5.55E-4,,,,"For 100% FeCl2, the results have been advanced as the recommended data set.",
FeS,100,P1,1473,1523,2%,3.7,-1.E-6,,,,,
FeS-Ni3S2,100-0 Ni3S2,I2,1523,,,3.868,0.032169,-1.9225E-4,,,"For 100% Ni3S2 and 100% FeS at 1523 K, the departures from the recommended data sets are, respectively, -1.7% and +4.6%.",
GaBr3,100,P1,392,408,0.5%,4.0882,-0.00246354,,,,,
GaCl3,100,P1,360,414,0.5%,2.7841,-0.0020826,,,,,
GaI-GaI3,0-100,P1,460,525,,4.778,-0.002377,,,,"For 100% GaI3, the results have been advanced as the recommended data set.",
GaI-GaI3,10-90,P1,470,525,,4.805,-0.002179,,,,,
GaI-GaI3,20-80,P1,450,495,,4.819,-0.001996,,,,,
GaI-GaI3,40-60,P1,450,525,,4.817,-0.001766,,,,,
GaI-GaI3,50-50,P1,455,535,,4.841,-0.001688,,,,,
GaI-GaI3,57.5-42.5,P1,455,535,,4.886,-0.001675,,,,,
GaI-GaI3,65-35,P1,455,535,,4.957,-0.001704,,,,,
GaI-GaI3,69-31,P1,465,535,,4.971,-0.001707,,,,,
GaI2,100,P1,454,538,0.5%,4.841,-0.001688,,,,,
GaI3,100,P1,460,525,0.5%,4.778,-0.002377,,,,,
GdCl3,100,P1,940,1280,1%,4.1484,-6.707E-4,,,,,
GdI3,100,P1,1255,1305,1%,5.2097,-9.086E-4,,,,,
GdI3-KI,0.00-100.00,P1,1030,1180,,3.3027,-8.999E-4,,,,"For 100% KI, the departures from the recommended data set are: 1030 K, +0.03%,1180 K, +0.4%.",
GdI3-KI,19.78-80.22,P1,1050,1180,,4.0327,-0.0010174,,,,,
GdI3-KI,40.26-59.74,P1,1050,1180,,4.5269,-0.001089,,,,,
GdI3-KI,64.63-35.37,P1,1050,1170,,5.1258,-0.0012444,,,,,
GdI3-KI,100.00-0.00,P1,1260,1300,,5.2097,-9.086E-4,,,,"For 100% GdI3, the results have been advanced as the recommended data set.",
HgBr2,100,P1,511,592,2%,6.7715,-0.0032331,,,,,
HgBr2-HgI2,0-100,DP,,,,5.34,531.2K,,,,"For 100% HgI2 at 531 K, the departure from the recommended data set is +2.2%.",
HgBr2-HgI2,59-41,P1,493.2,531.2,,6.548,-0.002412,,,,,
HgBr2-HgI2,100-0,P1,513,531,,6.3816,-0.0021889,,,,"For 100% HgBr2, the departures from the recommended data set are: 515 K, +2.8%, 530 K, +3.1%.",
HgCl2,100,P1,550,577,1%,5.9391,-0.0028624,,,,,
HgCl2-TlNO3,0-100,P1,484,553,,5.8077,-0.0018812,,,,"For 100% TlNO3, the results have been advanced as the recommended data set.",
HgCl2-TlNO3,10-90,P1,460,550,,5.807,-0.0018821,,,,,
HgCl2-TlNO3,20-80,P1,460,550,,5.807,-0.0018821,,,,,
HgCl2-TlNO3,30-70,P1,460,550,,5.807,-0.0018821,,,,,
HgCl2-TlNO3,40-60,P1,460,550,,5.807,-0.0018821,,,,,
HgCl2-TlNO3,50-50,P1,460,550,,5.807,-0.0018821,,,,,
HgI2,100,P1,532,627,2%,6.9435,-0.0032351,,,,,
Hg2Cl2,100,P1,799,850,2%,9.0928,-0.004,,,,,
InBr3,100,P1,721,801,1%,4.184,-0.0015,,,,,
InCl,100,P1,542,638,1%,4.437,-0.0014,,,,,
InCl2,100,P1,541,710,1%,3.863,-0.0016,,,,,
InCl3,100,P1,870,939,1%,3.944,-0.0021,,,,,
InI3,100,P1,503,633,1%,4.5448,-0.0015,,,,,
KAlCl4-LiAlBr4-NaAlCl4,20-30-50,DP,,,,2.07,373K,,,,"For KAlCl4-LiAlBr4-NaAlCl4, the uncertainty is estimated as 1%.",
KBF4,100,P1,890,990,1%,2.4506,-8.15E-4,,,,,
KBO2-KPO3,0-100,P1,1173,1223,,1.969,9.9629E-5,,,,"For 100% KPO3, the departures from the recommended data set are: 1170 K, +0.8%, 1220 K, +2.0%.",
KBO2-KPO3,3.2-96.8,DP,,,,2.08,1173K,,,,,
KBO2-KPO3,7.2-92.8,P1,1123,1223,,1.69,3.6E-4,,,,,
KBO2-KPO3,14.8-85.2,P1,1123,1223,,1.725,3.4E-4,,,,,
KBO2-KPO3,22.9-77.1,P1,1123,1223,,1.711,3.5E-4,,,,,
KBO2-KPO3,31.6-68.4,P1,1123,1223,,1.702,3.5E-4,,,,,
KBO2-KPO3,41.0-59.0,P1,1123,1223,,1.537,4.8E-4,,,,,
KBO2-KPO3,51.0-49.0,P1,1123,1223,,1.425,5.5E-4,,,,,
KBO2-KPO3,61.8-38.2,P1,1123,1223,,1.421,5.3E-4,,,,,
KBO2-KPO3,73.5-26.5,P1,1123,1223,,1.356,5.5E-4,,,,,
KBO2-KPO3,89.5-10.5,P1,1123,1223,,1.288,5.6E-4,,,,,
KBr,100,P1,1014,1203,1%,2.9583,-8.253E-4,,,,,
KBr-KCl,0-100,P1,1060,1210,,2.1089,-5.583E-4,,,,"For 100% KCl, the departures from the recommended data set are: 1060 K, 0.0%, 1210 K, +0.06%.",
KBr-KCl,20-80,P1,1050,1200,,2.3228,-6.367E-4,,,,,
KBr-KCl,40-60,P1,1040,1220,,2.503,-6.937E-4,,,,,
KBr-KCl,50-50,P1,1040,1210,,2.5856,-7.176E-4,,,,,
KBr-KCl,60-40,P1,1020,1210,,2.6897,-7.615E-4,,,,,
KBr-KCl,80-20,P1,1030,1210,,2.8374,-8.004E-4,,,,,
KBr-KCl,100-0,P1,1030,1190,,2.9552,-8.22E-4,,,,"For 100% KBr, the departures from the recommended data set are: 1030 K, +0.01%, 1190 K, +0.04%.",
